CodigoCL,TIPO_SENAL,FASE,ACCION,n
CL71604,SP-46,IMPLEMENTACION,REUBICAR,1
CL71614,SP-46,INVENTARIO,INVENTARIO,1
CL71636,SP-46,INVENTARIO,INVENTARIO,1
CL71656,SP-46,IMPLEMENTACION,INSTALACION,1
CL71656,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL71656,SP-46B,IMPLEMENTACION,INSTALACION,1
CL71664,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL71672,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL71672,SP-46B,IMPLEMENTACION,INSTALACION,1
CL71678,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL71680,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL71713,SP-46,IMPLEMENTACION,INSTALACION,1
CL71718,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL71718,SP-46B,IMPLEMENTACION,INSTALACION,1
CL7172,SP-46,INVENTARIO,INVENTARIO,2
CL71735,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL71735,SP-46B,IMPLEMENTACION,INSTALACION,1
CL71747,SP-46,PROGRAMACION,RETIRAR,1
CL71787,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL71852,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL7186,SP-46,IMPLEMENTACION,INSTALACION,1
CL7186,SP-46,INVENTARIO,INVENTARIO,1
CL71863,SP-46,PROGRAMACION,RETIRAR,1
CL71867,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL71896,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL71934,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL71944,SI-24/SR-30,INVENTARIO,INVENTARIO,2
CL71944,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL71999,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL72140,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL7215,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL7217,SP-46,IMPLEMENTACION,INSTALACION,1
CL7217,SP-46,PROGRAMACION,RETIRAR,1
CL72170,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL72207,SP-46,IMPLEMENTACION,REUBICAR,1
CL72209,SP-46,INVENTARIO,INVENTARIO,2
CL72212,SP-46,INVENTARIO,INVENTARIO,2
CL72212,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,2
CL72216,SI-24/SR-30,INVENTARIO,INVENTARIO,1
CL72218,SI-24/SR-30,INVENTARIO,INVENTARIO,1
CL72218,SI-24/SR-30,PROGRAMACION,REEMPLAZAR,1
CL72240,SP-46,INVENTARIO,INVENTARIO,1
CL72283,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL72309,SI-24/SR-30,PROGRAMACION,REEMPLAZAR,2
CL72323,SI-24/SR-30,PROGRAMACION,REEMPLAZAR,1
CL72340,SI-24,IMPLEMENTACION,INSTALACION,2
CL72340,SI-24,PROGRAMACION,MANTENIMIENTO,1
CL72340,SI-24,PROGRAMACION,REEMPLAZAR,2
CL72410,SP-46,IMPLEMENTACION,INSTALACION,1
CL72456,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL72456,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL72456,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL72478,SP-46,PROGRAMACION,RETIRAR,1
CL7248,SP-46,IMPLEMENTACION,INSTALACION,1
CL7248,SP-46,INVENTARIO,INVENTARIO,1
CL72508,SP-46,PROGRAMACION,RETIRAR,2
CL72510,SP-46,INVENTARIO,INVENTARIO,2
CL72515,SP-46,INVENTARIO,INVENTARIO,3
CL72515,SP-46,PROGRAMACION,REEMPLAZAR,2
CL72515,SP-46,PROGRAMACION,RETIRAR,1
CL72515,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL72515,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL72518,SI-24/SR-30,INVENTARIO,INVENTARIO,2
CL72534,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL72543,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL72545,SP-46,INVENTARIO,INVENTARIO,1
CL72545,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL72547,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL72559,SI-24/SR-30,PROGRAMACION,REEMPLAZAR,1
CL72570,SP-46,PROGRAMACION,REEMPLAZAR,1
CL72570,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL72570,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL72570,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL72580,SI-24,INVENTARIO,INVENTARIO,1
CL72581,SI-24/SR-30,INVENTARIO,INVENTARIO,6
CL72581,SI-24/SR-30,PROGRAMACION,REEMPLAZAR,1
CL72582,SI-24/SR-30,INVENTARIO,INVENTARIO,1
CL72590,SP-46,IMPLEMENTACION,INSTALACION,1
CL72594,SP-46,INVENTARIO,INVENTARIO,1
CL72594,SP-46,PROGRAMACION,RETIRAR,1
CL72596,SP-46,IMPLEMENTACION,INSTALACION,1
CL72603,SP-46,IMPLEMENTACION,INSTALACION,1
CL72603,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL72604,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL72604,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL72604,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL72612,SP-46,IMPLEMENTACION,INSTALACION,2
CL72612,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL72620,SP-46,PROGRAMACION,RETIRAR,1
CL72623,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL72625,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL72630,SP-46,INVENTARIO,INVENTARIO,1
CL72639,SP-46,INVENTARIO,INVENTARIO,1
CL72643,SP-46,PROGRAMACION,RETIRAR,1
CL72651,SP-46,IMPLEMENTACION,INSTALACION,1
CL72653,SP-46,INVENTARIO,INVENTARIO,3
CL72653,SP-46,PROGRAMACION,RETIRAR,6
CL72653,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL72663,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL72674,SP-46,INVENTARIO,INVENTARIO,1
CL72700,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL72744,SI-24,INVENTARIO,INVENTARIO,1
CL72746,SP-46,PROGRAMACION,RETIRAR,1
CL72756,SI-24,PROGRAMACION,RETIRAR,1
CL72789,SP-46,PROGRAMACION,REEMPLAZAR,1
CL72793,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL72794,SP-46,IMPLEMENTACION,INSTALACION,1
CL72794,SP-46,INVENTARIO,INVENTARIO,1
CL72794,SP-46,PROGRAMACION,RETIRAR,1
CL72794,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL72816,SP-46,INVENTARIO,INVENTARIO,1
CL72840,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL72851,SP-46,IMPLEMENTACION,INSTALACION,1
CL72851,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL72866,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL72866,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL72920,SP-46,INVENTARIO,INVENTARIO,1
CL72929,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL72929,SP-46/SR-30,INVENTARIO,INVENTARIO,3
CL72937,SP-46,INVENTARIO,INVENTARIO,3
CL72942,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL72943,SP-46,INVENTARIO,INVENTARIO,2
CL72952,SP-46,PROGRAMACION,REEMPLAZAR,1
CL72967,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL7297,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL72996,SP-46,INVENTARIO,INVENTARIO,2
CL73016,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL73037,SP-46,INVENTARIO,INVENTARIO,2
CL73037,SP-46,PROGRAMACION,RETIRAR,2
CL73076,SP-46,PROGRAMACION,RETIRAR,1
CL73108,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL73119,SP-46,PROGRAMACION,RETIRAR,1
CL73121,SI-24,INVENTARIO,INVENTARIO,1
CL73121,SP-46,INVENTARIO,INVENTARIO,4
CL73121,SP-46,PROGRAMACION,RETIRAR,1
CL73121,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL73123,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL73142,SI-24,INVENTARIO,INVENTARIO,1
CL73151,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL73151,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL73160,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL73160,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL73206,SP-46,INVENTARIO,INVENTARIO,2
CL73218,SP-46,INVENTARIO,INVENTARIO,1
CL73249,SP-46,PROGRAMACION,REEMPLAZAR,1
CL73249,SP-46,PROGRAMACION,RETIRAR,1
CL73283,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL73284,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL73284,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL73284,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL73316,SP-46,INVENTARIO,INVENTARIO,1
CL73318,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL73344,SP-46,IMPLEMENTACION,INSTALACION,1
CL73344,SP-46,INVENTARIO,INVENTARIO,1
CL73344,SP-46,PROGRAMACION,REEMPLAZAR,1
CL73344,SP-46,PROGRAMACION,RETIRAR,1
CL7335,SI-24,PROGRAMACION,REEMPLAZAR,1
CL73353,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL73362,SP-46/SR-30,INVENTARIO,INVENTARIO,3
CL7338,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL73383,SI-24,PROGRAMACION,REEMPLAZAR,1
CL73392,SP-46,INVENTARIO,INVENTARIO,1
CL73392,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL73398,SP-46,IMPLEMENTACION,INSTALACION,2
CL73398,SP-46,INVENTARIO,INVENTARIO,1
CL73409,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL73411,SP-46,IMPLEMENTACION,INSTALACION,1
CL73425,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL73445,SP-46,INVENTARIO,INVENTARIO,1
CL73455,SP-46,INVENTARIO,INVENTARIO,1
CL73461,SI-24,INVENTARIO,INVENTARIO,1
CL73517,SP-46,INVENTARIO,INVENTARIO,1
CL73555,SP-46,INVENTARIO,INVENTARIO,3
CL73587,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL73587,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL7360,SP-46,IMPLEMENTACION,INSTALACION,1
CL7360,SP-46,INVENTARIO,INVENTARIO,1
CL73616,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL73616,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL73616,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL73627,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL7365,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL7366,SI-24,PROGRAMACION,MANTENIMIENTO,1
CL73706,SP-46,INVENTARIO,INVENTARIO,1
CL73706,SP-46,PROGRAMACION,RETIRAR,2
CL73709,SP-46,IMPLEMENTACION,INSTALACION,1
CL73709,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL73742,SP-46,IMPLEMENTACION,INSTALACION,2
CL73744,SP-46/SR-30,PROGRAMACION,REUBICAR,1
CL73748,SP-46,INVENTARIO,INVENTARIO,1
CL7375,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL7375,SP-46A,IMPLEMENTACION,INSTALACION,1
CL7375,SP-46B,IMPLEMENTACION,INSTALACION,1
CL73750,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL7376,SP-46A,IMPLEMENTACION,INSTALACION,1
CL73765,SP-46,INVENTARIO,INVENTARIO,1
CL73776,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL73842,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL73843,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL73845,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL73847,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL73848,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL73879,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL73879,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL73897,SI-24,PROGRAMACION,RETIRAR,1
CL7393,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL7393,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL73934,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL73954,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL73960,SP-46,INVENTARIO,INVENTARIO,1
CL7397,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL73982,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL73990,SP-46,IMPLEMENTACION,INSTALACION,1
CL74013,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL74022,SI-24,INVENTARIO,INVENTARIO,1
CL74022,SP-46,INVENTARIO,INVENTARIO,1
CL74027,SP-46,PROGRAMACION,RETIRAR,1
CL74037,SP-46,IMPLEMENTACION,INSTALACION,1
CL74054,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL74058,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,2
CL74125,SP-46,PROGRAMACION,REUBICAR,1
CL74127,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL74151,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL74159,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL74166,SP-46,IMPLEMENTACION,INSTALACION,2
CL74166,SP-46,INVENTARIO,INVENTARIO,1
CL74166,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL74174,SP-46,IMPLEMENTACION,INSTALACION,1
CL74174,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,2
CL74177,SP-46,IMPLEMENTACION,INSTALACION,1
CL74177,SP-46,INVENTARIO,INVENTARIO,2
CL74196,SP-46,IMPLEMENTACION,INSTALACION,1
CL74204,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL74212,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL74220,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL74237,SP-46,IMPLEMENTACION,INSTALACION,1
CL74237,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL74237,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL74248,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL74258,SP-46,IMPLEMENTACION,INSTALACION,2
CL74273,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL74273,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL74273,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL74279,SP-46,IMPLEMENTACION,INSTALACION,1
CL74279,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL74293,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL74293,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL74293,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL74301,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL74317,SP-46,INVENTARIO,INVENTARIO,1
CL74317,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL74317,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL74322,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL74327,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL74337,SI-24,INVENTARIO,INVENTARIO,1
CL74337,SI-24,PROGRAMACION,REEMPLAZAR,1
CL74338,SI-24,PROGRAMACION,REEMPLAZAR,1
CL74338,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL74338,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL74338,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL74361,SP-46,PROGRAMACION,REEMPLAZAR,2
CL74363,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL74369,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL74394,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL74404,SP-46,IMPLEMENTACION,REEMPLAZAR,1
CL74410,SP-46,PROGRAMACION,REEMPLAZAR,1
CL74452,SP-46,PROGRAMACION,RETIRAR,1
CL74456,SP-46,INVENTARIO,INVENTARIO,1
CL74458,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL74460,SP-46,PROGRAMACION,RETIRAR,1
CL74535,SP-59A/SP-46A,IMPLEMENTACION,INSTALACION,1
CL74620,SP-46,INVENTARIO,INVENTARIO,1
CL74628,SP-46,INVENTARIO,INVENTARIO,2
CL74631,SP-46,INVENTARIO,INVENTARIO,1
CL74667,SP-46/SR-30,INVENTARIO,INVENTARIO,5
CL74729,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL74729,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL74740,SP-46,IMPLEMENTACION,INSTALACION,2
CL74740,SP-46,INVENTARIO,INVENTARIO,1
CL74740,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL74743,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL74754,SP-46,IMPLEMENTACION,INSTALACION,1
CL74754,SP-46,INVENTARIO,INVENTARIO,2
CL74754,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL74754,SP-46,PROGRAMACION,RETIRAR,3
CL74784,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL74788,SI-24,INVENTARIO,INVENTARIO,2
CL74789,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL74800,SI-24,PROGRAMACION,REEMPLAZAR,1
CL74820,SP-46,INVENTARIO,INVENTARIO,2
CL74849,SI-24,PROGRAMACION,RETIRAR,1
CL74862,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL74919,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL7492,SI-24,IMPLEMENTACION,INSTALACION,1
CL74943,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,2
CL74958,SP-46,PROGRAMACION,RETIRAR,1
CL74978,SP-59A/SP-46A,IMPLEMENTACION,INSTALACION,1
CL75003,SP-46,PROGRAMACION,REEMPLAZAR,1
CL75005,SP-46,IMPLEMENTACION,INSTALACION,1
CL75005,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL75006,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL75006,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL75006,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL75008,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL75008,SP-46B,IMPLEMENTACION,INSTALACION,1
CL75057,SP-46,IMPLEMENTACION,INSTALACION,1
CL75057,SP-46,INVENTARIO,INVENTARIO,1
CL75070,SI-24,INVENTARIO,INVENTARIO,2
CL75070,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL75073,SI-24,INVENTARIO,INVENTARIO,1
CL75073,SI-24,PROGRAMACION,MANTENIMIENTO,1
CL75076,SP-46,PROGRAMACION,REEMPLAZAR,1
CL75077,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL75077,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,2
CL75088,SP-46,INVENTARIO,INVENTARIO,1
CL75112,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL75147,SI-24,INVENTARIO,INVENTARIO,1
CL75185,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL75189,SI-24,INVENTARIO,INVENTARIO,1
CL75189,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL75218,SP-46/SR-30,IMPLEMENTACION,INSTALACION,4
CL75231,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL75269,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL75329,SP-46,INVENTARIO,INVENTARIO,1
CL75413,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL75425,SP-46,INVENTARIO,INVENTARIO,1
CL75449,SP-46,INVENTARIO,INVENTARIO,1
CL75476,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL75515,SI-24/SR-30,INVENTARIO,INVENTARIO,3
CL75515,SI-24/SR-30,PROGRAMACION,REEMPLAZAR,2
CL75520,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL75526,SP-46,PROGRAMACION,REEMPLAZAR,1
CL75563,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL75572,SP-46,INVENTARIO,INVENTARIO,1
CL75624,SP-46,PROGRAMACION,REEMPLAZAR,1
CL75661,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL75722,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,2
CL75739,SP-46,PROGRAMACION,REEMPLAZAR,1
CL75760,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL75780,SP-46/SR-30,IMPLEMENTACION,REEMPLAZAR,2
CL75836,SI-24/SR-30,INVENTARIO,INVENTARIO,1
CL75836,SI-24/SR-30,PROGRAMACION,REEMPLAZAR,1
CL75845,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL75876,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL75881,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL75898,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL75898,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL75898,SP-46/SR-30,PROGRAMACION,MANTENIMIENTO,1
CL75917,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL75917,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL75927,SP-46,INVENTARIO,INVENTARIO,1
CL75935,SI-24/SR-30,INVENTARIO,INVENTARIO,1
CL75938,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL75938,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL76011,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL76044,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL76054,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL76074,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL76175,SI-24/SR-30,IMPLEMENTACION,REEMPLAZAR,1
CL76193,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL76194,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL76228,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL76279,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL76280,SP-46,IMPLEMENTACION,INSTALACION,1
CL76280,SP-46,PROGRAMACION,RETIRAR,1
CL76297,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL76297,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL76305,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL76323,SP-46,PROGRAMACION,RETIRAR,1
CL76333,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL76365,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL76471,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL76472,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL76525,SP-46/SR-30,INVENTARIO,INVENTARIO,2
CL76545,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL76548,SP-46/SR-30,IMPLEMENTACION,INSTALACION,2
CL76548,SP-46/SR-30,PROGRAMACION,REEMPLAZAR,1
CL76559,SP-46,INVENTARIO,INVENTARIO,1
CL76612,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL76677,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL76731,SP-46,INVENTARIO,INVENTARIO,1
CL76740,SP-46,PROGRAMACION,RETIRAR,1
CL76756,SP-46 PLAQUETA,INVENTARIO,INVENTARIO,1
CL76762,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL76767,SI-24/SR-30,INVENTARIO,INVENTARIO,1
CL76770,SI-24/SR-30,INVENTARIO,INVENTARIO,1
CL76779,SI-24/SR-30,INVENTARIO,INVENTARIO,1
CL76784,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL76787,SI-24/SR-30,INVENTARIO,INVENTARIO,2
CL76805,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL76809,SP-46,PROGRAMACION,REEMPLAZAR,1
CL76830,SI-24/SR-30,INVENTARIO,INVENTARIO,2
CL76832,SP-46A,IMPLEMENTACION,INSTALACION,1
CL76837,SP-46,IMPLEMENTACION,INSTALACION,1
CL76838,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL76853,SP-46,PROGRAMACION,RETIRAR,1
CL7686,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL7686,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL76860,SP-46/SR-30,PROGRAMACION,RETIRAR,2
CL76872,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL76872,SP-46B,IMPLEMENTACION,INSTALACION,1
CL76879,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL76879,SP-46B,IMPLEMENTACION,INSTALACION,1
CL76885,SI-24/SR-30,INVENTARIO,INVENTARIO,4
CL76912,SP-46,INVENTARIO,INVENTARIO,1
CL76913,SP-46A,IMPLEMENTACION,INSTALACION,1
CL76926,SP-46,PROGRAMACION,RETIRAR,2
CL76938,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL76938,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL76938,SP-46B,IMPLEMENTACION,INSTALACION,1
CL76958,SP-46,INVENTARIO,INVENTARIO,1
CL76960,SP-46,PROGRAMACION,RETIRAR,2
CL76979,SP-46A/SR-30,IMPLEMENTACION,INSTALACION,1
CL76979,SP-46B,IMPLEMENTACION,INSTALACION,1
CL77000,SI-24/SR-30,INVENTARIO,INVENTARIO,2
CL77020,SP-46,PROGRAMACION,MANTENIMIENTO,1
CL77021,SP-46,INVENTARIO,INVENTARIO,1
CL77021,SP-46,PROGRAMACION,REEMPLAZAR,1
CL77021,SP-46,PROGRAMACION,RETIRAR,1
CL77023,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL77031,SP-46A/SR-30,INVENTARIO,INVENTARIO,1
CL77032,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL77032,SP-46/SR-30,PROGRAMACION,RETIRAR,1
CL77032,SP-46B,PROGRAMACION,RETIRAR,1
CL77048,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL77048,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL77064,SI-24/SR-30,INVENTARIO,INVENTARIO,4
CL77098,SP-46,IMPLEMENTACION,REUBICAR,1
CL77098,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL77098,SP-46/SR-30,INVENTARIO,INVENTARIO,1
CL77175,SP-46,PROGRAMACION,REEMPLAZAR,1
CL7719,SP-46,IMPLEMENTACION,INSTALACION,1
CL77213,SP-46/SR-30,IMPLEMENTACION,INSTALACION,1
CL7725,SP-46,PROGRAMACION,RETIRAR,1
